review_text,rating,helpful_yes,helpful_total,Time
Packaging was damaged but product works,5,10,29,1372873375
"Great product, works perfectly",1,3,3,1372949129
"Poor build quality, stopped working",3,2,38,1373024882
"Terrible experience, would not recommend",5,18,19,1373100636
Fast delivery and excellent quality,5,9,24,1373176389
Fast delivery and excellent quality,4,26,27,1373252142
Fast delivery and excellent quality,4,10,11,1373327896
Packaging was damaged but product works,2,0,1,1373403649
"Poor build quality, stopped working",3,25,42,1373479403
Exceeded my expectations,4,10,13,1373555156
Very good quality and value for money,2,12,21,1373630909
Fast delivery and excellent quality,3,4,30,1373706663
Very good quality and value for money,3,3,22,1373782416
Packaging was damaged but product works,1,12,47,1373858170
Very good quality and value for money,3,8,19,1373933923
Decent product for the price,2,33,37,1374009676
Packaging was damaged but product works,3,3,3,1374085430
Very good quality and value for money,2,4,14,1374161183
"Great product, works perfectly",5,15,23,1374236936
Fast delivery and excellent quality,4,6,24,1374312690
"Average product, nothing special",4,0,0,1374388443
Not satisfied with the quality,5,0,6,1374464197
Packaging was damaged but product works,4,27,30,1374539950
"Terrible experience, would not recommend",1,9,11,1374615703
Not satisfied with the quality,4,11,41,1374691457
Exceeded my expectations,4,4,4,1374767210
Packaging was damaged but product works,5,10,43,1374842964
Packaging was damaged but product works,3,43,49,1374918717
Very good quality and value for money,2,13,41,1374994470
Packaging was damaged but product works,3,33,37,1375070224
Fast delivery and excellent quality,3,1,11,1375145977
"Poor build quality, stopped working",4,24,38,1375221731
"Poor build quality, stopped working",4,3,17,1375297484
Exceeded my expectations,3,1,1,1375373237
Decent product for the price,5,3,9,1375448991
"Average product, nothing special",4,6,14,1375524744
Decent product for the price,2,25,29,1375600498
Fast delivery and excellent quality,2,15,43,1375676251
Fast delivery and excellent quality,2,9,16,1375752004
"Great product, works perfectly",2,0,3,1375827758
"Poor build quality, stopped working",2,1,6,1375903511
Not satisfied with the quality,2,34,40,1375979264
"Terrible experience, would not recommend",3,18,30,1376055018
Packaging was damaged but product works,2,5,38,1376130771
"Average product, nothing special",5,18,33,1376206525
"Terrible experience, would not recommend",1,2,5,1376282278
Decent product for the price,4,7,49,1376358031
"Terrible experience, would not recommend",3,13,37,1376433785
"Great product, works perfectly",5,9,44,1376509538
"Average product, nothing special",2,2,33,1376585292
"Average product, nothing special",3,37,43,1376661045
"Great product, works perfectly",5,12,14,1376736798
Fast delivery and excellent quality,5,6,13,1376812552
"Great product, works perfectly",5,1,5,1376888305
Fast delivery and excellent quality,3,45,49,1376964059
Not satisfied with the quality,2,18,36,1377039812
Exceeded my expectations,4,27,49,1377115565
Fast delivery and excellent quality,5,25,31,1377191319
"Terrible experience, would not recommend",4,1,2,1377267072
Fast delivery and excellent quality,4,2,2,1377342826
Exceeded my expectations,3,3,21,1377418579
Decent product for the price,5,1,21,1377494332
Packaging was damaged but product works,2,2,9,1377570086
"Great product, works perfectly",3,2,2,1377645839
Packaging was damaged but product works,3,6,11,1377721592
"Great product, works perfectly",4,15,28,1377797346
Not satisfied with the quality,2,30,47,1377873099
"Poor build quality, stopped working",2,9,16,1377948853
"Terrible experience, would not recommend",4,2,6,1378024606
"Terrible experience, would not recommend",3,11,12,1378100359
Decent product for the price,4,0,1,1378176113
"Poor build quality, stopped working",2,3,3,1378251866
"Poor build quality, stopped working",4,2,9,1378327620
"Great product, works perfectly",4,36,38,1378403373
"Terrible experience, would not recommend",1,22,23,1378479126
"Terrible experience, would not recommend",3,12,16,1378554880
"Poor build quality, stopped working",2,4,5,1378630633
"Great product, works perfectly",1,10,18,1378706387
Fast delivery and excellent quality,5,2,4,1378782140
Fast delivery and excellent quality,3,15,31,1378857893
Exceeded my expectations,5,0,9,1378933647
Very good quality and value for money,3,5,8,1379009400
"Average product, nothing special",4,17,26,1379085153
Not satisfied with the quality,5,11,12,1379160907
"Great product, works perfectly",4,18,18,1379236660
Fast delivery and excellent quality,4,3,20,1379312414
Decent product for the price,3,21,23,1379388167
"Average product, nothing special",3,21,37,1379463920
"Average product, nothing special",5,2,3,1379539674
"Average product, nothing special",5,4,23,1379615427
"Poor build quality, stopped working",5,33,34,1379691181
Exceeded my expectations,2,0,2,1379766934
Decent product for the price,5,3,3,1379842687
Very good quality and value for money,5,32,36,1379918441
Decent product for the price,2,11,39,1379994194
Decent product for the price,1,1,47,1380069948
"Great product, works perfectly",5,27,34,1380145701
Exceeded my expectations,4,9,30,1380221454
Packaging was damaged but product works,5,21,43,1380297208
Exceeded my expectations,2,16,24,1380372961
Packaging was damaged but product works,5,25,39,1380448715
Very good quality and value for money,2,2,12,1380524468
"Great product, works perfectly",2,2,3,1380600221
"Poor build quality, stopped working",2,43,45,1380675975
"Average product, nothing special",5,7,13,1380751728
"Great product, works perfectly",4,3,12,1380827481
"Poor build quality, stopped working",4,11,26,1380903235
"Great product, works perfectly",3,2,5,1380978988
"Poor build quality, stopped working",5,16,16,1381054742
"Great product, works perfectly",3,27,35,1381130495
Exceeded my expectations,5,9,39,1381206248
Exceeded my expectations,3,21,48,1381282002
Exceeded my expectations,3,32,34,1381357755
"Average product, nothing special",4,11,16,1381433509
Not satisfied with the quality,3,36,40,1381509262
"Terrible experience, would not recommend",5,0,1,1381585015
Packaging was damaged but product works,4,10,12,1381660769
Exceeded my expectations,2,1,1,1381736522
Not satisfied with the quality,5,14,27,1381812276
Packaging was damaged but product works,3,21,42,1381888029
"Great product, works perfectly",4,10,25,1381963782
Very good quality and value for money,5,7,21,1382039536
"Poor build quality, stopped working",4,36,46,1382115289
Not satisfied with the quality,2,33,42,1382191043
Decent product for the price,5,1,2,1382266796
Fast delivery and excellent quality,4,34,34,1382342549
Not satisfied with the quality,3,9,11,1382418303
Exceeded my expectations,2,18,23,1382494056
Exceeded my expectations,5,0,4,1382569809
Not satisfied with the quality,4,11,19,1382645563
"Poor build quality, stopped working",4,27,38,1382721316
Packaging was damaged but product works,5,36,38,1382797070
"Great product, works perfectly",5,8,12,1382872823
Fast delivery and excellent quality,2,35,40,1382948576
"Great product, works perfectly",3,16,44,1383024330
"Average product, nothing special",2,7,11,1383100083
"Poor build quality, stopped working",5,4,12,1383175837
Exceeded my expectations,1,1,9,1383251590
"Average product, nothing special",4,30,32,1383327343
"Great product, works perfectly",5,32,39,1383403097
"Great product, works perfectly",5,13,15,1383478850
Fast delivery and excellent quality,3,11,44,1383554604
"Terrible experience, would not recommend",5,11,34,1383630357
"Great product, works perfectly",2,2,2,1383706110
Packaging was damaged but product works,5,0,4,1383781864
Packaging was damaged but product works,2,16,25,1383857617
Not satisfied with the quality,3,3,10,1383933370
Fast delivery and excellent quality,5,1,6,1384009124
Fast delivery and excellent quality,2,7,9,1384084877
Exceeded my expectations,2,9,41,1384160631
"Great product, works perfectly",5,7,33,1384236384
"Terrible experience, would not recommend",5,0,2,1384312137
Decent product for the price,4,6,7,1384387891
"Average product, nothing special",4,13,30,1384463644
Fast delivery and excellent quality,4,1,10,1384539398
Not satisfied with the quality,3,42,44,1384615151
Not satisfied with the quality,3,4,6,1384690904
"Great product, works perfectly",2,20,44,1384766658
"Great product, works perfectly",5,0,1,1384842411
Decent product for the price,4,3,5,1384918165
Very good quality and value for money,3,34,40,1384993918
Very good quality and value for money,4,22,31,1385069671
"Great product, works perfectly",5,13,19,1385145425
"Poor build quality, stopped working",2,14,33,1385221178
Packaging was damaged but product works,4,1,49,1385296932
Packaging was damaged but product works,4,12,15,1385372685
Decent product for the price,4,18,24,1385448438
Decent product for the price,1,11,11,1385524192
Exceeded my expectations,5,0,6,1385599945
"Terrible experience, would not recommend",5,35,38,1385675698
Not satisfied with the quality,4,2,16,1385751452
Packaging was damaged but product works,4,4,44,1385827205
"Poor build quality, stopped working",5,2,10,1385902959
"Great product, works perfectly",5,0,5,1385978712
Fast delivery and excellent quality,2,14,22,1386054465
"Poor build quality, stopped working",4,18,26,1386130219
Exceeded my expectations,4,1,45,1386205972
"Poor build quality, stopped working",3,3,5,1386281726
Fast delivery and excellent quality,5,36,37,1386357479
"Average product, nothing special",5,1,1,1386433232
Very good quality and value for money,5,21,21,1386508986
"Average product, nothing special",4,16,19,1386584739
Not satisfied with the quality,2,13,24,1386660493
Not satisfied with the quality,5,11,14,1386736246
Packaging was damaged but product works,5,26,48,1386811999
Fast delivery and excellent quality,2,21,28,1386887753
Not satisfied with the quality,5,1,7,1386963506
Decent product for the price,5,2,36,1387039260
Packaging was damaged but product works,4,35,48,1387115013
Exceeded my expectations,4,24,32,1387190766
Packaging was damaged but product works,3,21,21,1387266520
"Average product, nothing special",1,47,49,1387342273
"Great product, works perfectly",3,38,46,1387418026
Decent product for the price,5,4,4,1387493780
Decent product for the price,1,29,38,1387569533
"Terrible experience, would not recommend",3,10,17,1387645287
Decent product for the price,3,21,37,1387721040
Decent product for the price,4,20,36,1387796793
"Average product, nothing special",5,0,29,1387872547
"Poor build quality, stopped working",3,4,30,1387948300
Decent product for the price,3,4,9,1388024054
"Great product, works perfectly",5,13,14,1388099807
Very good quality and value for money,4,8,41,1388175560
"Average product, nothing special",2,16,47,1388251314
"Average product, nothing special",4,20,43,1388327067
"Poor build quality, stopped working",2,6,17,1388402821
"Terrible experience, would not recommend",2,21,22,1388478574
"Poor build quality, stopped working",4,21,32,1388554327
Packaging was damaged but product works,3,11,15,1388630081
Very good quality and value for money,5,5,37,1388705834
Not satisfied with the quality,3,15,34,1388781587
Exceeded my expectations,4,25,33,1388857341
Not satisfied with the quality,4,4,27,1388933094
"Terrible experience, would not recommend",1,0,1,1389008848
"Terrible experience, would not recommend",4,13,29,1389084601
Decent product for the price,2,7,12,1389160354
"Poor build quality, stopped working",5,13,40,1389236108
Packaging was damaged but product works,2,11,15,1389311861
Decent product for the price,3,1,4,1389387615
